,EBS_GA,Ensemble,LSA,MaTGA,MFEA,MTEA_AD,S-MFEA,S-MFEA-KL,SBS_GA,,,,,,,,,,,
221,1.26E-05,0,39.12842278,0.003865053,21.05826917,118733.8686,0,0,2.05E-05,,,,,,,,,,,
222,497.4143916,643.4602729,885.88066,935.3900417,8636.362354,4730713041,263.5801545,334.1566256,917.4721077,,,,,,,,,,,
223,0.004230644,0,0,0.021411438,5.11136899,21.36905377,0,0,0.002075454,,,,,,,,,,,
224,1.07E-05,0,0.931107945,0.004294617,20.74801113,122691.1572,0,0,2.04E-05,,,,,,,,,,,
225,215.1243814,207.581268,362.3528217,345.0207168,24115.58731,4446068932,131.0260011,192.8053479,515.771848,,,,,,,,,,,
226,0.006236082,0,0,0.021607767,4.92136792,21.38064979,0,0,0.002130522,,,,,,,,,,,
227,1.33E-05,0,0.60171908,0.003702207,19.09139332,120944.6981,0,0,2.06E-05,,,,,,,,,,,
228,442.6016078,430.5856752,4378.738192,698.4918875,15466.71246,4348315198,242.9197902,409.7399496,551.6672196,,,,,,,,,,,
229,0.003710628,0,0,0.022368599,5.16494935,21.37527176,0,0,0.001980942,,,,,,,,,,,
230,1.20E-05,0,2.374268892,0.003464903,19.72976798,120378.7714,0,0,2.02E-05,,,,,,,,,,,
231,836.9744799,336.8496072,1197.329405,780.3921701,7699.411403,4419353232,641.3866385,223.9414231,940.5079758,,,,,,,,,,,
232,0.004974584,0,0,0.040719177,4.861428085,21.36868232,0,0,0.001973771,,,,,,,,,,,
233,1.21E-05,0,0.323555442,0.004340267,20.46467491,121426.9431,0,0,1.98E-05,,,,,,,,,,,
234,925.641786,356.9096606,1165.603724,748.2471597,7839.260732,4549857197,396.8829854,592.1190879,962.0077388,,,,,,,,,,,
235,0.003373192,0,0,0.043981686,4.780902101,21.35996687,0,0,0.002131769,,,,,,,,,,,
236,1.09E-05,0,0.012103863,0.003458133,20.70537065,119715.1676,0,0,2.02E-05,,,,,,,,,,,
237,816.5727682,494.3186372,842.1745806,893.7067965,9384.562979,4915742518,758.793122,492.8849213,922.4517015,,,,,,,,,,,
238,0.003174139,0,0,0.020493757,5.144308203,21.3798255,0,0,0.001956422,,,,,,,,,,,
239,1.14E-05,0,0.367755576,0.005509376,19.42041224,123532.6072,0,0,1.83E-05,,,,,,,,,,,
240,706.0469481,409.6711361,547.1925219,518.8212154,18065.7843,4526320320,262.233843,158.3520715,692.5728445,,,,,,,,,,,
241,0.004013887,0,0,0.026679117,5.068378733,21.38123319,0,0,0.002018577,,,,,,,,,,,
242,1.19E-05,0,0,0.004274013,19.32619185,120822.3608,0,0,1.90E-05,,,,,,,,,,,
243,573.4448813,237.8310282,732.1675384,244.4921329,12062.22492,4757965805,300.2132637,422.9791315,274.211407,,,,,,,,,,,
244,0.004200598,0,0,0.041436587,5.332048761,21.37606123,0,0,0.001932359,,,,,,,,,,,
245,1.06E-05,0,0.399596455,0.003664652,19.26133136,119587.9625,0,0,1.87E-05,,,,,,,,,,,
246,213.0802929,291.4237808,246.6446916,219.2374033,50981.19311,4713203240,107.8085578,117.7131812,350.6258501,,,,,,,,,,,
247,0.003237693,0,0,0.025955966,5.098745861,21.3772779,0,0,0.002081054,,,,,,,,,,,
248,1.11E-05,0,21.70218549,0.004114584,20.37660838,119385.406,0,0,1.64E-05,,,,,,,,,,,
249,617.8969707,788.5901751,527.8084294,505.8782516,11624.33351,4448920687,419.7210108,365.5243002,708.1210235,,,,,,,,,,,
250,379.329939,138.2195371,125.1330813,97.92881112,616.5579699,30631.1125,95.09360224,81.15104758,359.2778575,,,,,,,,,,,
251,0.000775952,0,0.000246537,0.006760831,0.585454499,30.64340219,0,0,0.000835831,,,,,,,,,,,
252,4.14940894,2.286371161,8.375519815,2.300780484,41.10070918,42.78804907,10.48824106,10.14003973,1.588269782,,,,,,,,,,,
253,348.5375347,114.0844935,106.5061585,97.22878981,620.5883442,30594.83324,99.1866322,91.13933915,376.4645353,,,,,,,,,,,
254,0.000597417,0,0.002553419,0.006971479,0.587582931,30.92730371,0,0,0.000810634,,,,,,,,,,,
255,4.095998524,2.669890671,7.720042491,2.452582551,41.69697959,42.59034985,11.68915646,9.894469003,1.735597193,,,,,,,,,,,
256,362.3292109,116.6726061,171.6901624,100.0104715,603.049645,30721.89399,104.390679,95.07333552,356.0810368,,,,,,,,,,,
257,0.001059386,0,0.00271042,0.007461169,0.577213927,31.53178874,0,0,0.00085286,,,,,,,,,,,
258,3.932785145,2.167404964,7.484848258,2.637501997,40.65485548,42.78070703,12.26305352,11.93136245,1.542704498,,,,,,,,,,,
259,360.223337,112.3642538,159.3295415,96.47321547,553.3832894,31385.24045,75.43886855,70.37006264,355.4954073,,,,,,,,,,,
260,0.000600046,0,0.0018073,0.007562333,0.566847714,31.32942379,0.00049307,0,0.001088376,,,,,,,,,,,
261,3.510520613,1.82482136,7.462249445,2.467905947,39.54862545,42.50964604,11.08820657,11.1946438,1.440218034,,,,,,,,,,,
262,377.1248612,121.3967952,148.570783,98.21600395,602.2193561,31377.13865,67.89991176,91.56139726,363.4453667,,,,,,,,,,,
263,0.000694539,0,0.000821647,0.007831726,0.588094679,31.61484776,0,0.000246535,0.000777177,,,,,,,,,,,
264,2.940007116,2.415020934,8.615045122,2.655174305,41.58948791,42.72056986,10.80941703,9.485490201,1.892702828,,,,,,,,,,,
265,350.6932712,122.271136,88.21599191,102.5206503,573.4334867,30962.07432,121.5023361,82.66526175,370.7308704,,,,,,,,,,,
266,0.000868171,0,0.000246542,0.006533508,0.567916634,31.11718012,0.000246535,0,0.001041739,,,,,,,,,,,
267,4.231511959,2.331317674,8.727416673,3.142426456,38.7076087,42.94216185,8.231155738,9.103420439,1.553974683,,,,,,,,,,,
268,368.4631697,111.243806,160.4966588,95.32349123,577.4560388,30930.64708,90.21840913,114.491415,367.1976424,,,,,,,,,,,
269,0.001144176,0,0.000493072,0.00699209,0.585305149,31.43382899,0,0,0.000784528,,,,,,,,,,,
270,3.704812056,2.399245894,7.827799624,2.439012904,41.38648932,42.83353212,11.12996557,11.69683042,1.64701344,,,,,,,,,,,
271,337.9023,142.3433759,146.9731253,105.6805777,603.4327712,30949.41502,104.147082,126.0240473,360.4055023,,,,,,,,,,,
272,0.000680867,0,0.000492416,0.007836603,0.602484304,31.30056336,0,0.000246545,0.000910476,,,,,,,,,,,
273,3.825965026,2.882274813,8.901318375,3.257204271,41.35842981,42.74154947,12.26905281,13.55537416,1.94828992,,,,,,,,,,,
274,363.9230574,114.7221488,95.98364639,87.82717635,581.0290989,30597.49658,101.6529964,106.8844437,343.9190365,,,,,,,,,,,
275,0.000841399,0,0,0.007698828,0.58237959,32.13809344,0.000575111,0.000246535,0.000771834,,,,,,,,,,,
276,3.926694504,2.808733818,10.14752048,2.751164815,41.59190652,42.72883817,12.91894699,13.3018123,1.982982108,,,,,,,,,,,
277,342.5015711,115.7298683,102.1010481,100.0279325,565.3513022,30418.33353,107.2105015,102.01528,354.7374789,,,,,,,,,,,
278,0.00092674,0.000328576,0.000246537,0.007074453,0.559443928,31.2030594,0,0.000410536,0.000902265,,,,,,,,,,,
279,3.085656695,2.793198499,9.281486451,2.798639216,40.33138208,42.89623192,13.41584184,11.49068253,2.043339682,,,,,,,,,,,
280,346.1071319,123.3229526,149.4646985,91.07832211,600.890649,30671.5599,138.8965863,110.46142,350.3229136,,,,,,,,,,,
281,0.000658922,0.000328576,0.01391355,0.006784608,0.581815981,30.89782649,0.000246535,0,0.000827835,,,,,,,,,,,
282,3.131622315,2.530521424,8.424082232,2.353530383,40.21953731,42.76044562,10.64721793,10.39830285,1.616949545,,,,,,,,,,,
283,354.9835379,172.352444,78.32889266,100.2450369,546.9647227,30418.60626,108.2953276,105.3512818,322.2302104,,,,,,,,,,,
284,0.001123901,0,0.000739606,0.007706045,0.583430887,31.45347285,0,0.000246535,0.00081397,,,,,,,,,,,
285,3.115580918,2.162902087,4.465778009,2.567503349,40.63618159,42.96086675,11.34873967,10.42107022,1.701244732,,,,,,,,,,,
286,326.4311176,145.1267217,110.6586492,96.51617976,599.6557808,31127.87926,111.3223787,63.78020528,372.4090748,,,,,,,,,,,
287,0.000664476,0,0.001068182,0.007543201,0.588841303,31.94984517,0,0.000246535,0.001050412,,,,,,,,,,,
288,3.01349657,2.665093481,9.741555361,2.798577575,43.56087764,42.71230572,11.5581394,12.9686096,1.919566344,,,,,,,,,,,
289,376.6047019,133.4948708,86.66000054,97.00032371,570.5079797,29737.83351,71.5229633,78.01731267,357.9772074,,,,,,,,,,,
290,0.000649951,0,0,0.006373172,0.578238629,31.49244639,0,0,0.000830679,,,,,,,,,,,
291,3.522561005,1.908538229,7.817358306,2.367536743,39.27496279,42.43396161,11.95398623,10.6833761,1.546647745,,,,,,,,,,,
292,364.080994,95.59820507,136.4498897,103.4744136,602.2322859,31102.44649,125.7951115,113.9588976,357.1511112,,,,,,,,,,,
293,0.000741634,0,0.001219486,0.007107475,0.573616475,31.00648995,0,0.000246536,0.000804376,,,,,,,,,,,
294,4.122451522,1.974827723,7.842229597,2.818702819,42.18223343,42.88539873,10.24711402,10.23021767,1.574925977,,,,,,,,,,,
295,356.175063,128.3060774,142.8302162,96.16227226,618.7728212,30668.72139,146.6368998,118.6155508,348.1221222,,,,,,,,,,,
296,0.000630483,0,0.000985496,0.006777053,0.596122277,30.5310816,0,0.000328576,0.000818051,,,,,,,,,,,
297,2.847939589,3.044639056,7.282025567,2.308722935,38.82209385,42.6633051,10.69104166,10.65147484,2.153108005,,,,,,,,,,,
298,365.5915012,97.81155875,182.3227917,98.01332354,589.9931717,31444.18241,98.15389157,79.33784254,371.9846821,,,,,,,,,,,
299,0.001295995,0,0.000985649,0.00724501,0.583010623,31.67395587,0.00049307,0.000246535,0.001104226,,,,,,,,,,,
300,613.2570338,526.4548766,457.2186166,541.3420829,31734.89829,4368264262,343.6736409,204.4968869,334.1673995,,,,,,,,,,,
301,0.000739723,0,0.006802601,0.007427385,0.582410273,31.27249096,0,0.000821892,0.001233445,,,,,,,,,,,
302,12475.31196,6805.578482,7186.232073,8707.509805,7631.325204,17327.16625,6139.98327,6525.72648,13268.98574,,,,,,,,,,,
303,518.2692458,456.9091411,429.4355733,302.1474242,65709.26173,4515866211,278.0445347,120.6327896,210.4781577,,,,,,,,,,,
304,0.00063989,0,0.003684951,0.00669966,0.541338898,30.80861273,0.000246535,0,0.001085539,,,,,,,,,,,
305,12935.07114,6545.55214,7441.754875,9002.386162,7649.38049,17122.8423,6493.315666,6625.777857,12654.06982,,,,,,,,,,,
306,495.2899212,418.5909162,487.9349469,601.0170224,17991.86236,4561353427,143.1055775,100.6288732,337.5460931,,,,,,,,,,,
307,0.00130021,0,0.029142033,0.007829564,0.569353463,31.28141848,0.000246535,0,0.000912021,,,,,,,,,,,
308,12762.35564,6381.461525,7084.351767,8338.226025,7407.163336,17064.76132,6265.550081,6343.13388,12668.7456,,,,,,,,,,,
309,364.7044893,982.9634949,309.1562673,346.2673601,9690.595224,4753337794,248.9934976,384.2762712,465.4352518,,,,,,,,,,,
310,0.001095566,0,0.002953564,0.007155671,0.532094846,31.35036589,0.00057421,0.000246535,0.000874339,,,,,,,,,,,
311,12784.96533,6387.804227,6991.488971,8910.472077,7619.983574,17091.36516,6569.720626,6530.202632,12846.09673,,,,,,,,,,,
312,168.2201255,200.9378632,618.3412535,280.1461554,47861.5024,4383353109,128.555114,67.07121449,498.5326282,,,,,,,,,,,
313,0.000659975,0,0.002710917,0.007683731,0.567562633,30.9397099,0,0.000328576,0.000850358,,,,,,,,,,,
314,12935.5453,6769.789597,7159.990615,8559.223807,7730.142025,17204.464,6457.962718,6299.503554,11698.76408,,,,,,,,,,,
315,386.2613054,408.5341006,832.5631602,690.7546081,19990.31093,4317477268,341.8963968,308.8655621,476.4106143,,,,,,,,,,,
316,0.000602005,0,0.002027191,0.006614488,0.558709165,31.35464312,0.0004107,0,0.000918992,,,,,,,,,,,
317,12425.36925,6135.741798,7195.742348,8973.804933,7862.868107,17259.84046,6466.906235,6555.366297,13220.8757,,,,,,,,,,,
318,284.6546442,207.4916555,312.3435944,122.7740582,45626.18902,4714539792,119.6003089,60.42618287,66.68440972,,,,,,,,,,,
319,0.000705068,0,0.001831954,0.007230202,0.563851129,32.10622891,0.000657235,0,0.00119778,,,,,,,,,,,
320,12974.9008,6570.068282,7303.525329,8632.235638,7682.131585,17311.38375,6328.424125,6692.767593,12498.47673,,,,,,,,,,,
321,787.0931773,392.8291766,1113.59931,605.0813588,29430.88289,4459481459,192.9997033,367.8179194,602.8522601,,,,,,,,,,,
322,0.000665796,0,0.001724761,0.006815928,0.567693672,31.60157683,0.000246535,0.00049307,0.001035259,,,,,,,,,,,
323,12310.36401,6315.641146,6995.390554,8937.62627,7482.194252,17103.01296,6489.382817,6786.290836,12095.18646,,,,,,,,,,,
324,300.4456621,753.5971426,1013.889481,340.6821994,30121.75103,4407201916,100.3875519,316.0289161,447.1056258,,,,,,,,,,,
325,0.000704734,0,0.002462098,0.007109942,0.580721733,32.14962548,0,0.000410537,0.000715638,,,,,,,,,,,
326,12680.59669,5889.076835,7112.915835,8420.126017,7287.18225,17154.40575,6314.909777,6315.588616,12310.55132,,,,,,,,,,,
327,417.2550327,469.2572774,576.2831846,430.6379783,12517.15579,4680040381,75.35746894,133.009132,280.7275393,,,,,,,,,,,
328,0.000693353,0,0.028781655,0.0070135,0.562484508,32.0340552,0.00049307,0,0.000944511,,,,,,,,,,,
329,12416.4817,6353.340209,7379.070502,9043.760515,7399.859671,17181.38852,6857.903094,6458.433509,12733.83327,,,,,,,,,,,
330,895.5049318,404.3501502,520.4844035,787.0561011,33719.86444,4711811560,294.6510793,316.8682146,393.0636889,,,,,,,,,,,
331,0.000892939,0,0.002956549,0.006723113,0.565843177,31.32763314,0.00049307,0,0.000800126,,,,,,,,,,,
332,12976.9537,6480.10406,7082.223745,8911.953095,7416.433619,17218.15893,6247.940925,6545.940454,12070.31712,,,,,,,,,,,
333,540.134903,623.2772534,556.5693823,220.093071,24742.53699,4716750143,196.5690304,274.1171663,382.1832791,,,,,,,,,,,
334,0.000761963,0,0.001724869,0.007561607,0.551959564,31.17752114,0,0,0.001172613,,,,,,,,,,,
335,12370.54323,6151.952404,7182.659594,8693.605154,7837.30091,17036.20333,6477.527451,6448.79597,12706.57216,,,,,,,,,,,
336,692.8329559,471.476862,4873.997732,457.8288963,32226.46096,4225513112,170.3325364,93.14241124,158.9471122,,,,,,,,,,,
337,0.000658295,0,0.001314727,0.007009731,0.572774675,31.30294673,0.00049307,0,0.00083649,,,,,,,,,,,
338,12261.58575,6374.432996,7501.619344,8989.723379,7969.598718,17241.83904,6729.797073,6798.076449,12787.8191,,,,,,,,,,,
339,243.4648268,504.9481741,1038.824976,760.8002422,14119.25559,4690866057,294.0419908,375.8459146,576.3241726,,,,,,,,,,,
340,0.000607813,0,0.002794241,0.006730454,0.5722569,31.41064142,0,0,0.001223878,,,,,,,,,,,
341,13027.53755,6068.952075,7233.146595,8862.115192,7825.618555,17291.20682,6610.15004,6400.813052,12752.52837,,,,,,,,,,,
342,547.1835383,486.0455885,805.1547084,627.0060865,51781.11715,4570576479,415.9828077,269.9898651,503.5197759,,,,,,,,,,,
343,0.000752851,0,0.006839049,0.006861068,0.578619205,31.62807216,0,0.000246535,0.000891493,,,,,,,,,,,
344,12229.76398,6340.331286,7181.985186,8794.826912,7534.659028,17222.60593,6778.632866,6493.477001,12734.33378,,,,,,,,,,,
345,1220.319639,642.3506071,1277.798873,620.0373258,29153.13759,4724756484,444.7912523,407.6141457,948.8472671,,,,,,,,,,,
346,0.000707172,0,0.000826587,0.007510293,0.55383914,31.13491572,0,0,0.000862637,,,,,,,,,,,
347,12309.05907,6895.804299,7302.674311,9154.279342,8010.820053,17229.29265,6372.991368,6706.081145,12793.62057,,,,,,,,,,,
348,514.4056566,646.4714744,644.8183882,401.0204972,9272.013208,4642896117,168.0005045,174.6134644,540.4091011,,,,,,,,,,,
349,0.000637187,0,0.001403395,0.006659992,0.568164231,31.24843084,0.000575114,0,0.001029751,,,,,,,,,,,
350,0.003614615,0,0,0.033222854,5.224022403,21.36455514,0,0,0.002265606,,,,,,,,,,,
351,339.08363,122.5023543,146.3578727,96.33776647,584.7892191,30920.35097,79.38654844,108.7273349,352.6235354,,,,,,,,,,,
352,3.257856433,3.19115434,12.72637429,2.683870136,39.32821433,42.89784767,12.72209,11.99131702,1.830767062,,,,,,,,,,,
353,0.003689078,0,0,0.022538161,4.929015836,21.37658719,0,0,0.002707272,,,,,,,,,,,
354,369.7779569,117.5659306,114.4772307,93.47341228,587.7672041,30518.13926,107.4306026,139.4671119,344.5521622,,,,,,,,,,,
355,3.721171502,2.907992172,12.72011851,2.489342916,40.48336109,42.68037129,13.27221065,13.03677219,1.925215029,,,,,,,,,,,
356,0.002861768,0,0,0.023136717,5.082780567,21.37725419,0,0,0.00209591,,,,,,,,,,,
357,372.2662565,108.4909739,144.6983926,97.70929127,590.7398455,30622.02407,87.41018487,84.63085708,354.7340452,,,,,,,,,,,
358,2.852612342,2.857972964,13.89412702,3.093052975,39.7104,42.8075131,10.6680105,11.25721745,1.993754469,,,,,,,,,,,
359,0.004038406,0,0,0.029210193,4.96430737,21.37889735,0,0,0.002023162,,,,,,,,,,,
360,349.2747067,134.0324482,127.547747,100.5861146,593.4394311,31411.89043,119.7812599,119.9806836,363.8105093,,,,,,,,,,,
361,3.398322868,3.197667817,12.47704942,3.149624407,41.08261045,42.96504541,10.77934753,11.44607077,1.752659334,,,,,,,,,,,
362,0.004259689,0,0,0.021377946,5.025015291,21.35690947,0,0,0.002155077,,,,,,,,,,,
363,354.5951938,111.3847805,126.5529975,98.13574811,571.1710657,30546.24658,118.2149548,70.24008187,337.4093577,,,,,,,,,,,
364,3.074862086,4.23512368,12.13107845,2.911071954,41.59709202,42.8557969,12.63292909,13.13885391,1.796830818,,,,,,,,,,,
365,0.003513433,0,0,0.025495138,5.031695868,21.36283164,0,0,0.002221826,,,,,,,,,,,
366,383.5146253,113.2081139,105.3196042,97.2151206,593.0387287,31038.25499,106.04826,104.0981727,359.0664973,,,,,,,,,,,
367,3.028712028,2.802572032,11.95120454,2.79426548,43.73111753,42.55042944,11.89036161,11.96376392,1.697268017,,,,,,,,,,,
368,0.003931156,0,0,0.023364949,5.051475357,21.36659905,0,0,0.002158624,,,,,,,,,,,
369,362.3792972,98.24561626,114.9155554,98.60395575,576.1574087,31217.75848,90.91722219,91.74236938,373.2273504,,,,,,,,,,,
370,3.50357292,2.803078077,10.47648226,2.550357348,40.24504689,42.93721495,11.11347731,10.053827,1.888292,,,,,,,,,,,
371,0.003741163,0,0,0.031483949,5.426324525,21.38091346,0,0,0.002251626,,,,,,,,,,,
372,360.5328433,145.9349347,191.4951068,92.62363905,644.8750986,30988.24622,143.3559886,92.89682086,369.7390479,,,,,,,,,,,
373,4.110527529,3.577691484,13.53170988,3.31411729,39.58064315,43.02821952,10.79096519,10.98956725,2.165298341,,,,,,,,,,,
374,0.003202208,0,0,0.026617992,5.155980927,21.37725299,0,0,0.002205385,,,,,,,,,,,
375,343.7757755,140.8492346,86.91217267,92.45912258,575.9651657,31433.03588,82.61578032,135.9748848,372.7560119,,,,,,,,,,,
376,4.129556467,3.760541759,13.94492113,2.512994285,42.15890045,42.69689263,9.953533687,10.21847853,1.928792352,,,,,,,,,,,
377,0.003615612,0,0,0.031196992,5.364288775,21.38399225,0,0,0.001967647,,,,,,,,,,,
378,367.9090622,133.0595168,118.0071549,90.66167147,598.0131842,30940.1916,118.3277843,110.661929,360.3017177,,,,,,,,,,,
379,3.621596043,2.84993259,11.94264065,2.818256078,40.74563968,43.02353215,11.74088732,11.58873966,2.019679025,,,,,,,,,,,
380,0.004088326,0,0,0.025809472,5.044188821,21.37334196,0,0,0.002183752,,,,,,,,,,,
381,355.5775812,109.6626812,110.6062923,97.76628707,621.4184979,31041.70272,94.66245827,128.8787344,371.2511975,,,,,,,,,,,
382,3.208265324,3.250623535,11.99310847,2.612617469,40.80237098,42.78726066,10.09783326,9.941203434,2.194964914,,,,,,,,,,,
383,0.003486468,0,0,0.025937828,5.09363532,21.36461333,0,0,0.001992887,,,,,,,,,,,
384,364.3185001,110.2890545,134.9910361,94.52507844,581.9076829,30800.43625,122.1492033,83.93420451,352.0993502,,,,,,,,,,,
385,3.166934876,3.354643122,12.09249096,2.883817156,42.33438274,42.59575611,11.70910695,10.9019655,2.103098919,,,,,,,,,,,
386,0.003520766,0,0,0.025321066,4.821474168,21.37914488,0,0,0.00206406,,,,,,,,,,,
387,350.2024954,117.1994267,122.6591578,89.41318198,591.2258144,30782.18024,131.3034961,93.64147923,375.713873,,,,,,,,,,,
388,3.444104989,2.263188377,10.76593494,2.623929065,38.91108939,42.99283642,9.573265512,9.925849654,1.422102942,,,,,,,,,,,
389,0.003237134,0,0,0.024031727,5.09703365,21.36994709,0,0,0.00215097,,,,,,,,,,,
390,360.2739658,114.5071399,109.1764072,93.23677565,611.7728028,31148.6724,108.9718896,118.8629679,347.6839872,,,,,,,,,,,
391,2.790739867,3.303672913,11.88130294,4.028345372,40.79599251,42.89228428,12.64230045,11.34015495,1.869661473,,,,,,,,,,,
392,0.00338252,0,0,0.024146541,5.090005444,21.36457106,0,0,0.002225854,,,,,,,,,,,
393,357.6497686,138.5070344,120.0226125,95.06058979,594.028712,30727.14888,85.62227449,103.9978921,373.0840561,,,,,,,,,,,
394,3.69361907,2.440351289,14.66125508,2.946170595,40.47990702,42.64329356,8.317575125,9.792602614,1.745425763,,,,,,,,,,,
395,0.003569506,0,0,0.048578179,5.012244806,21.36936351,0,0,0.002163243,,,,,,,,,,,
396,358.4077314,104.1024115,114.9964213,99.65052526,611.2329557,30518.36938,117.7244083,101.9022063,356.7067496,,,,,,,,,,,
397,3.734477136,3.119044363,8.900024639,2.907751072,42.47563084,42.69911513,10.61053735,11.45810241,2.060495225,,,,,,,,,,,
398,0.003212796,0,0,0.034756119,4.869003929,21.37717647,0,0,0.002258091,,,,,,,,,,,
399,353.923996,87.33436553,131.8674092,98.63801793,619.1905413,30683.39733,109.3348503,115.3615962,343.3410745,,,,,,,,,,,
400,492.5370747,294.6333841,499.5807921,332.2201368,37810.58034,6299168496,313.138875,233.4299664,527.1764493,,,,,,,,,,,
401,0.091249925,0,0,0.021070391,20.14747826,21.42359262,0,0,0.003932393,,,,,,,,,,,
402,365.0727316,110.0459569,149.7230707,94.72241718,622.4849842,36102.56655,103.6689138,90.20335519,326.0821586,,,,,,,,,,,
403,0.000845071,0,0.00073961,0.006341633,0.562267779,38.0353091,0.000246535,0,0.000801228,,,,,,,,,,,
404,4.642431742,9.999569235,17.80583751,4.255884708,49.01984907,42.91339128,14.78843052,15.69414128,2.767542354,,,,,,,,,,,
405,175.4489556,156.2142187,152.7207809,117.8000981,69902.23963,6478741234,121.4634247,232.9019101,861.811144,,,,,,,,,,,
406,0.005983496,0,0,0.03161229,17.04418306,21.40728267,0,0,0.002928481,,,,,,,,,,,
407,354.1371876,113.4454988,140.8964532,102.6882308,624.720259,36053.08947,128.4242133,87.27726628,360.0788044,,,,,,,,,,,
408,0.000761292,0,0.000328581,0.006299012,0.564851524,38.92562372,0,0.000246535,0.000758871,,,,,,,,,,,
409,4.732440461,10.21960663,15.91979266,5.853707523,50.3061477,42.04706708,14.54656311,14.8805132,4.826219164,,,,,,,,,,,
410,280.0389293,196.2676124,325.7315097,89.84756206,51683.17396,5878652035,97.19290473,105.4983664,154.3991334,,,,,,,,,,,
411,0.725484799,0,0,0.025797538,19.6564844,21.40427486,0,0,0.003446877,,,,,,,,,,,
412,372.79877,134.9448277,99.79517822,94.21481137,662.779926,34290.92344,102.672859,97.37714526,362.8173174,,,,,,,,,,,
413,0.000642651,0,0.001150723,0.00597716,0.611867184,36.07981003,0.000246535,0,0.000893112,,,,,,,,,,,
414,5.510443561,13.26929113,17.88140689,4.799732956,50.60916047,42.71894988,16.50067364,16.9271629,4.627022726,,,,,,,,,,,
415,806.4686326,634.5530279,766.8041961,488.537367,30009.68748,7498723272,489.6244722,602.5712673,604.0531758,,,,,,,,,,,
416,0.045393702,0,0,0.027521155,20.1225979,21.38881766,0,0,0.003088827,,,,,,,,,,,
417,363.6561849,192.7658887,88.99592575,90.57755423,601.3231151,39018.15853,94.37480074,104.5785431,372.6950706,,,,,,,,,,,
418,0.000689116,0,0.000493075,0.006051524,0.593025149,37.39856191,0,0.000410536,0.001093434,,,,,,,,,,,
419,3.77323,9.164479127,17.80390282,4.949766339,49.43254142,42.87131459,16.59807535,16.90107786,4.03792416,,,,,,,,,,,
420,129.604102,129.7457624,70.01104519,52.448091,92058.84816,6831722142,47.8350898,47.8255329,89.64217977,,,,,,,,,,,
421,0.221339532,0,0,0.032039284,19.66337789,21.41006108,0,0,0.003608647,,,,,,,,,,,
422,352.3424951,155.1684922,221.8029037,101.3985437,618.48177,36553.78794,114.611019,98.90080788,359.3178548,,,,,,,,,,,
423,0.000594463,0,0,0.007384658,0.59249574,37.59615208,0,0,0.001993337,,,,,,,,,,,
424,4.909243925,10.55161209,16.18746158,4.082824005,48.6706615,42.22514863,16.05710684,16.25658278,3.323759133,,,,,,,,,,,
425,424.7213118,337.9030473,527.3600762,413.5985206,26308.9655,6712648500,444.9312149,263.6110696,723.9411453,,,,,,,,,,,
426,0.01449684,0,0,0.021746054,19.67971175,21.37672709,0,0,0.003502114,,,,,,,,,,,
427,367.5967884,183.12542,114.0195669,92.6999653,627.1719804,35057.13838,127.8859581,112.6615235,351.7926375,,,,,,,,,,,
428,0.000879049,0,0.00024654,0.006163478,0.590575463,38.00571752,0.000246535,0.000246535,0.000760984,,,,,,,,,,,
429,3.818066273,10.35180275,18.51140301,4.706516338,49.271063,42.51425194,18.31941064,16.61712136,3.102278641,,,,,,,,,,,
430,467.0651943,825.6744467,701.8092539,557.0214498,8850.206475,6564162712,405.7668787,411.9296424,981.1685542,,,,,,,,,,,
431,0.163854569,0,0,0.036001626,20.1699876,21.41246655,0,0,0.004055147,,,,,,,,,,,
432,374.6278276,141.0300907,109.9166458,99.14959406,650.7700885,35825.8212,79.81497893,94.12127482,353.7374276,,,,,,,,,,,
433,0.000616788,0,0,0.008246188,0.572538617,37.58178703,0,0.000246535,0.001432583,,,,,,,,,,,
434,3.895651288,10.0667249,16.4303778,5.776997693,49.98984858,42.53452245,15.05973839,17.46597331,4.150525568,,,,,,,,,,,
435,764.9947842,134.0778511,910.604913,601.1309283,48860.2727,5081660877,249.9990234,297.4293828,1476.06267,,,,,,,,,,,
436,0.652736855,0,0,0.026354316,20.15535249,21.39840761,0,0,0.003390807,,,,,,,,,,,
437,370.0114773,136.6611255,158.1040746,100.0923015,634.0346395,37130.40995,74.02596908,98.64140255,374.6963007,,,,,,,,,,,
438,0.000617589,0,0.001643222,0.007483448,0.572353653,37.08856484,0,0,0.000842136,,,,,,,,,,,
439,3.418772076,11.0887427,19.18943992,4.131088165,49.83870493,42.50457594,15.77269246,14.39860925,4.022823136,,,,,,,,,,,
440,557.7671067,551.4849986,1194.738603,671.7580216,8727.42962,6202478542,319.0217547,460.865194,524.3680647,,,,,,,,,,,
441,0.188899463,0,0,0.021043004,20.16960673,21.40724449,0,0,0.0036913,,,,,,,,,,,
442,365.698077,129.8417252,136.2962817,102.3634136,609.5757709,35280.10455,127.7199922,108.9136662,373.8844112,,,,,,,,,,,
443,0.000657456,0.000246535,0.0011499,0.006694549,0.591893559,35.66889274,0.00049307,0.000246536,0.000720951,,,,,,,,,,,
444,3.330982458,9.156370207,16.65889886,3.524436088,48.3695312,42.63042961,14.96984033,15.49047248,4.038448391,,,,,,,,,,,
