,EBS_GA,Ensemble,LSA,MaTGA,MFEA,MTEA_AD,S-MFEA,S-MFEA-KL,SBS_GA
0,1.043080448730823e-05,0.0,0.0,0.004181733596623633,16.288013618479894,116498.60085118093,0.0,0.0,1.8984391916298334e-05
1,1.353950484440415e-05,0.0,2.6366276892284014e-06,0.00352544040044589,16.567638551649505,115089.67320474688,0.0,0.0,1.910601419992452e-05
2,1.4127291329255015e-05,0.0,0.0,0.0038427677119137497,16.21638361676754,118876.77980409747,0.0,0.0,1.730426766759533e-05
3,1.2778358360218197e-05,0.0,0.0,0.006113835170435038,17.672651897679824,118046.16469925409,0.0,0.0,1.6958124642338686e-05
4,1.2348267144463134e-05,0.0,0.0,0.00328355094352054,16.738647768009006,115578.6721924691,0.0,0.0,1.6575786498492703e-05
5,1.1420234178157167e-05,0.0,0.0,0.0032407147971626705,16.96262923164448,116002.36972250277,0.0,0.0,2.005552998446109e-05
6,1.122835735385496e-05,0.0,0.0,0.003792041581165878,15.20365683126579,116237.08433694407,0.0,0.0,1.952067035791304e-05
7,1.100937524834478e-05,0.0,0.0,0.0035770114574964107,16.711837141327404,116969.53319604837,0.0,0.0,2.0775534466737472e-05
8,1.1299746393851114e-05,0.0,0.0,0.0041380506597274965,16.530717100069918,117767.76203286664,0.0,0.0,2.2865519046983727e-05
9,1.2197399955441613e-05,0.0,0.0,0.0038992628197447024,16.947729893954882,117007.11644580368,0.0,0.0,1.8212244880953102e-05
10,1.1958303927829743e-05,0.0,0.0,0.0036080047428948864,17.194860991171637,115050.71607966769,0.0,0.0,1.8860936070521316e-05
11,1.0470413359199088e-05,0.0,0.0,0.0039002069068469476,16.20997911684793,117122.71847145296,0.0,0.0,1.6403286515529847e-05
12,1.3619600153819509e-05,0.0,0.0,0.004089939067669481,16.473473245547833,116423.01380957906,0.0,0.0,1.765134964100581e-05
13,1.3067985207365725e-05,0.0,0.0,0.0034728673451444583,15.959188318267021,117668.8446868369,0.0,0.0,1.7855131822988985e-05
14,1.1916622144571847e-05,0.0,0.0,0.0034198840590991494,16.286175777651536,115469.30501411668,0.0,0.0,2.0383232777742612e-05
15,1.228789628949333e-05,0.0,0.0,0.004457552889579094,17.05880346832794,119251.2629981645,0.0,0.0,1.8631585728309572e-05
16,1.2996387720794129e-05,0.0,0.0,0.005024263893103619,16.827322792312255,117114.98952169948,0.0,0.0,1.6904548460454705e-05
17,1.1524126126843875e-05,0.0,0.0,0.0038202394506325027,17.029261783391533,117325.993850457,0.0,0.0,1.8739205473167446e-05
18,1.3701609207359589e-05,0.0,0.0,0.0044971352642534206,15.10739918434859,118222.09076156594,0.0,0.0,2.0340893352445284e-05
